"","task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block.x.x","accuracy","slider_start","choices","correct","standardized_response","num_attention_checks_correct","stim_tract","stim_tractT","block.x","P0_Q1.wealthy","P0_Q1.safe","P0_Q1.walkable","P0_Q1.traditional","P0_Q1.diverse","block_fixed","stim_tractT.x","block.y","P0_Q1.violence","P0_Q1.crime","P0_Q1.drug","P0_Q1.schools","P0_Q1.opportunities","stim_tractT.y","block.y.y","P0_Q1.movein","P0_Q1.moveout","P0_Q1.shopping","P0_Q1.walk","P0_Q1.park","P0_Q1.school","age","sex","gender","gender-self-describe","zipcode","surveyComments"
"1","sliderTrial_attention","html-slider-response",18,391203,"0.0-18.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null","[""SV_PolicingMSA/GA_1756/IMG_10_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_13_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_3_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_2_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_14_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_7_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_1_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_4_1756.jpg""]","null",NA,NA,NA,NA,NA,0,NA,4,"[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]",TRUE,NA,NA,"GA_1756","GA_1756",0,1,2,1,2,1,1,"GA_1756",0,2,2,2,1,1,"GA_1756",0,0,2,1,0,2,2,"44","female","woman","","98607",""
"2","sliderTrial","html-slider-response",19,420126,"0.0-19.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28919","[""SV_PolicingMSA/GA_1756/IMG_10_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_13_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_3_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_2_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_14_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_7_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_1_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_4_1756.jpg""]","4",NA,NA,NA,NA,NA,0,NA,4,"[""./rc_img/cop_condGroup_1_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_1_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_1756","GA_1756",0,1,2,1,2,1,1,"GA_1756",0,2,2,2,1,1,"GA_1756",0,0,2,1,0,2,2,"44","female","woman","","98607",""
"3","sliderTrial","html-slider-response",20,422055,"0.0-20.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1928","[""SV_PolicingMSA/GA_1756/IMG_10_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_13_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_3_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_2_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_14_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_7_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_1_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_4_1756.jpg""]","4",NA,NA,NA,NA,NA,0,NA,4,"[""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png""]",NA,4,NA,"GA_1756","GA_1756",0,1,2,1,2,1,1,"GA_1756",0,2,2,2,1,1,"GA_1756",0,0,2,1,0,2,2,"44","female","woman","","98607",""
"4","sliderTrial","html-slider-response",21,423230,"0.0-21.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1174","[""SV_PolicingMSA/GA_1756/IMG_10_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_13_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_3_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_2_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_14_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_7_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_1_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_4_1756.jpg""]","4",NA,NA,NA,NA,NA,0,NA,4,"[""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_1756","GA_1756",0,1,2,1,2,1,1,"GA_1756",0,2,2,2,1,1,"GA_1756",0,0,2,1,0,2,2,"44","female","woman","","98607",""
"5","sliderTrial","html-slider-response",22,423902,"0.0-22.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"671","[""SV_PolicingMSA/GA_1756/IMG_10_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_13_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_3_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_2_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_14_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_7_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_1_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_4_1756.jpg""]","4",NA,NA,NA,NA,NA,0,NA,4,"[""./rc_img/cop_condGroup_20_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_20_CommunitySafety_autoscaled.png""]",NA,4,NA,"GA_1756","GA_1756",0,1,2,1,2,1,1,"GA_1756",0,2,2,2,1,1,"GA_1756",0,0,2,1,0,2,2,"44","female","woman","","98607",""
"6","sliderTrial","html-slider-response",23,424534,"0.0-23.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"631","[""SV_PolicingMSA/GA_1756/IMG_10_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_13_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_3_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_2_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_14_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_7_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_1_1756.jpg"",""SV_PolicingMSA/GA_1756/IMG_4_1756.jpg""]","4",NA,NA,NA,NA,NA,0,NA,4,"[""./rc_img/cop_condGroup_13_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_13_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_1756","GA_1756",0,1,2,1,2,1,1,"GA_1756",0,2,2,2,1,1,"GA_1756",0,0,2,1,0,2,2,"44","female","woman","","98607",""
"7","sliderTrial","html-slider-response",36,470595,"0.0-36.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1821","[""SV_PolicingMSA/GA_1789/IMG_3_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_8_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_14_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_13_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_11_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_7_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_9_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_2_1789.jpg""]","4",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_1789","GA_1789",1,1,2,1,2,2,2,"GA_1789",1,2,2,2,2,1,"GA_1789",1,1,2,2,1,2,2,"44","female","woman","","98607",""
"8","sliderTrial","html-slider-response",37,471376,"0.0-37.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"780","[""SV_PolicingMSA/GA_1789/IMG_3_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_8_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_14_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_13_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_11_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_7_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_9_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_2_1789.jpg""]","4",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_8_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_8_CommunitySafety_autoscaled.png""]",NA,4,NA,"GA_1789","GA_1789",1,1,2,1,2,2,2,"GA_1789",1,2,2,2,2,1,"GA_1789",1,1,2,2,1,2,2,"44","female","woman","","98607",""
"9","sliderTrial","html-slider-response",38,471777,"0.0-38.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400","[""SV_PolicingMSA/GA_1789/IMG_3_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_8_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_14_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_13_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_11_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_7_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_9_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_2_1789.jpg""]","4",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_16_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_16_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_1789","GA_1789",1,1,2,1,2,2,2,"GA_1789",1,2,2,2,2,1,"GA_1789",1,1,2,2,1,2,2,"44","female","woman","","98607",""
"10","sliderTrial","html-slider-response",39,472200,"0.0-39.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"422","[""SV_PolicingMSA/GA_1789/IMG_3_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_8_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_14_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_13_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_11_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_7_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_9_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_2_1789.jpg""]","4",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_1789","GA_1789",1,1,2,1,2,2,2,"GA_1789",1,2,2,2,2,1,"GA_1789",1,1,2,2,1,2,2,"44","female","woman","","98607",""
"11","sliderTrial_attention","html-slider-response",40,482217,"0.0-40.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null","[""SV_PolicingMSA/GA_1789/IMG_3_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_8_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_14_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_13_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_11_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_7_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_9_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_2_1789.jpg""]","null",NA,NA,NA,NA,NA,1,NA,4,"[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]",TRUE,NA,NA,"GA_1789","GA_1789",1,1,2,1,2,2,2,"GA_1789",1,2,2,2,2,1,"GA_1789",1,1,2,2,1,2,2,"44","female","woman","","98607",""
"12","sliderTrial","html-slider-response",41,485719,"0.0-41.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3500","[""SV_PolicingMSA/GA_1789/IMG_3_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_8_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_14_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_13_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_11_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_7_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_9_1789.jpg"",""SV_PolicingMSA/GA_1789/IMG_2_1789.jpg""]","4",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_2_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_2_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_1789","GA_1789",1,1,2,1,2,2,2,"GA_1789",1,2,2,2,2,1,"GA_1789",1,1,2,2,1,2,2,"44","female","woman","","98607",""
"13","sliderTrial","html-slider-response",54,648807,"0.0-54.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1767","[""SV_PolicingMSA/GA_2654/IMG_5_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_8_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_6_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_1_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_0_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_7_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_3_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_12_2654.jpg""]","4",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_2654","GA_2654",3,2,2,0,2,2,5,"GA_2654",3,2,2,2,2,2,"GA_2654",3,2,2,2,2,2,2,"44","female","woman","","98607",""
"14","sliderTrial","html-slider-response",55,649511,"0.0-55.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"703","[""SV_PolicingMSA/GA_2654/IMG_5_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_8_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_6_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_1_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_0_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_7_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_3_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_12_2654.jpg""]","4",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_8_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_8_CommunitySafety_autoscaled.png""]",NA,4,NA,"GA_2654","GA_2654",3,2,2,0,2,2,5,"GA_2654",3,2,2,2,2,2,"GA_2654",3,2,2,2,2,2,2,"44","female","woman","","98607",""
"15","sliderTrial","html-slider-response",56,650118,"0.0-56.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"606","[""SV_PolicingMSA/GA_2654/IMG_5_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_8_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_6_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_1_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_0_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_7_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_3_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_12_2654.jpg""]","4",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_16_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_16_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_2654","GA_2654",3,2,2,0,2,2,5,"GA_2654",3,2,2,2,2,2,"GA_2654",3,2,2,2,2,2,2,"44","female","woman","","98607",""
"16","sliderTrial","html-slider-response",57,650719,"0.0-57.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"600","[""SV_PolicingMSA/GA_2654/IMG_5_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_8_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_6_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_1_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_0_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_7_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_3_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_12_2654.jpg""]","4",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_2654","GA_2654",3,2,2,0,2,2,5,"GA_2654",3,2,2,2,2,2,"GA_2654",3,2,2,2,2,2,2,"44","female","woman","","98607",""
"17","sliderTrial","html-slider-response",58,652039,"0.0-58.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1319","[""SV_PolicingMSA/GA_2654/IMG_5_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_8_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_6_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_1_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_0_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_7_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_3_2654.jpg"",""SV_PolicingMSA/GA_2654/IMG_12_2654.jpg""]","4",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_2_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_2_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_2654","GA_2654",3,2,2,0,2,2,5,"GA_2654",3,2,2,2,2,2,"GA_2654",3,2,2,2,2,2,2,"44","female","woman","","98607",""
"18","sliderTrial","html-slider-response",71,803535,"0.0-71.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970","[""SV_PolicingMSA/GA_1094/IMG_3_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_11_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_4_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_9_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_12_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_8_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_13_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_7_1094.jpg""]","4",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_1_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_1_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_1094","GA_1094",2,2,3,1,3,1,3,"GA_1094",2,1,1,1,2,1,"GA_1094",2,3,1,2,1,3,3,"44","female","woman","","98607",""
"19","sliderTrial","html-slider-response",72,803968,"0.0-72.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"432","[""SV_PolicingMSA/GA_1094/IMG_3_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_11_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_4_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_9_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_12_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_8_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_13_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_7_1094.jpg""]","4",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png""]",NA,4,NA,"GA_1094","GA_1094",2,2,3,1,3,1,3,"GA_1094",2,1,1,1,2,1,"GA_1094",2,3,1,2,1,3,3,"44","female","woman","","98607",""
"20","sliderTrial","html-slider-response",73,804479,"0.0-73.0",NA,"656776a7904ae00d6b91d1dd","6568a9527ea0b5e4d8b4ca24",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"510","[""SV_PolicingMSA/GA_1094/IMG_3_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_11_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_4_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_9_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_12_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_8_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_13_1094.jpg"",""SV_PolicingMSA/GA_1094/IMG_7_1094.jpg""]","4",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png""]",NA,4,NA,"GA_1094","GA_1094",2,2,3,1,3,1,3,"GA_1094",2,1,1,1,2,1,"GA_1094",2,3,1,2,1,3,3,"44","female","woman","","98607",""
